customer_id,recency,frequency,monetary,avg_order_value,total_items,distinct_categories,first_purchase,last_purchase,tenure_days,R_score,F_score,M_score,RFM_score,cluster,segment
C01489,23,4,4162.75,378.4318181818182,20,6,2024-12-11,2026-06-08,567,4,3,3,10,6,Potential Loyalists
C01490,699,2,1424.04,356.01,8,2,2024-05-24,2024-08-01,768,1,1,2,4,1,Needs Attention
C01492,55,5,4301.32,330.8707692307692,31,5,2025-04-06,2026-05-07,451,4,3,3,10,4,Loyal Customers
C01493,52,6,3687.84,184.392,40,6,2025-07-28,2026-05-10,338,4,3,3,10,0,Promising
C01494,135,8,3653.3999999999996,243.55999999999997,23,6,2024-06-09,2026-02-16,752,2,4,3,9,6,Potential Loyalists
C01495,30,11,9855.29,339.83758620689656,59,6,2025-12-03,2026-06-01,210,4,4,4,12,4,Loyal Customers
C01496,54,3,2322.84,258.09333333333336,15,5,2025-03-22,2026-05-08,466,4,2,2,8,0,Promising
C01498,60,7,6366.89,353.7161111111111,38,6,2025-01-07,2026-05-02,540,3,4,4,11,4,Loyal Customers
C01499,49,1,2106.65,1053.325,6,2,2026-05-13,2026-05-13,49,4,1,2,7,0,Promising
C01502,15,27,38028.03,543.2575714285714,135,6,2024-06-04,2026-06-16,757,5,5,5,15,5,Champions
C01505,53,6,4715.07,248.1615789473684,36,5,2025-01-30,2026-05-09,517,4,3,3,10,6,Potential Loyalists
C01506,480,2,2106.46,421.29200000000003,10,4,2025-01-25,2025-03-08,522,1,1,2,4,1,Needs Attention
C01507,266,2,2547.4,424.56666666666666,10,5,2025-04-17,2025-10-08,440,2,1,2,5,0,Promising
C01508,92,14,12729.460000000001,410.6277419354839,76,6,2024-03-16,2026-03-31,837,3,5,5,13,5,Champions
C01509,107,5,13068.9,816.80625,33,6,2025-05-25,2026-03-16,402,3,3,5,11,4,Loyal Customers
C01511,157,1,1040.26,1040.26,2,1,2026-01-25,2026-01-25,157,2,1,1,4,0,Promising
C01513,22,15,12018.380000000001,364.1933333333334,63,6,2024-06-29,2026-06-09,732,5,5,5,15,5,Champions
C01514,341,3,859.3399999999999,171.868,10,3,2024-11-14,2025-07-25,594,1,2,1,4,2,At Risk
C01515,7,6,5700.0199999999995,380.0013333333333,31,5,2025-01-01,2026-06-24,546,5,3,4,12,4,Loyal Customers
C01516,94,10,6248.02,240.30846153846156,49,6,2024-06-11,2026-03-29,750,3,4,4,11,6,Potential Loyalists
C01517,480,6,2948.06,210.57571428571427,28,6,2024-07-04,2025-03-08,727,1,3,3,7,1,Needs Attention
C01520,23,10,10212.21,352.1451724137931,56,6,2025-03-26,2026-06-08,462,4,4,4,12,4,Loyal Customers
C01521,344,3,1799.06,257.00857142857143,13,5,2025-03-23,2025-07-22,465,1,2,2,5,1,Needs Attention
C01522,235,3,1364.85,170.60625,16,5,2025-06-01,2025-11-08,395,2,2,2,6,0,Promising
C01525,21,18,21203.260000000002,400.0615094339623,109,6,2025-09-04,2026-06-10,300,5,5,5,15,4,Loyal Customers
C01526,40,19,24238.72,577.1123809523809,96,6,2025-02-06,2026-05-22,510,4,5,5,14,5,Champions
C01527,156,4,2567.73,285.30333333333334,14,4,2025-07-25,2026-01-26,341,2,3,2,7,0,Promising
C01528,19,15,13350.99,417.2184375,59,6,2024-11-20,2026-06-12,588,5,5,5,15,5,Champions
C01529,384,2,1116.1100000000001,186.01833333333335,10,4,2024-11-05,2025-06-12,603,1,1,1,3,2,At Risk
C01532,112,3,1991.68,165.97333333333333,21,6,2025-01-09,2026-03-11,538,3,2,2,7,6,Potential Loyalists
C01533,7,3,2755.69,306.1877777777778,17,4,2024-05-22,2026-06-24,770,5,2,3,10,6,Potential Loyalists
C01534,41,1,1606.66,401.665,7,2,2026-05-21,2026-05-21,41,4,1,2,7,0,Promising
C01536,424,4,6616.05,508.9269230769231,32,5,2024-10-01,2025-05-03,638,1,3,4,8,1,Needs Attention
C01537,87,18,21979.44,511.14976744186043,95,6,2025-01-25,2026-04-05,522,3,5,5,13,5,Champions
C01538,3,12,4491.8,144.8967741935484,67,6,2024-09-29,2026-06-28,640,5,5,3,13,6,Potential Loyalists
C01539,119,3,1239.78,177.11142857142858,16,4,2025-07-18,2026-03-04,348,3,2,2,7,0,Promising
C01540,246,3,502.61,100.522,9,4,2025-06-27,2025-10-28,369,2,2,1,5,3,Hibernating
C01541,6,17,20455.67,426.15979166666665,104,6,2025-07-17,2026-06-25,349,5,5,5,15,4,Loyal Customers
C01542,162,2,653.81,130.762,10,3,2025-09-01,2026-01-20,303,2,1,1,4,3,Hibernating
C01543,777,1,292.32,97.44,9,3,2024-05-15,2024-05-15,777,1,1,1,3,2,At Risk
C01544,98,4,4151.26,377.3872727272728,22,5,2025-04-20,2026-03-25,437,3,3,3,9,0,Promising
C01545,360,4,2318.14,193.1783333333333,24,6,2024-10-10,2025-07-06,629,1,3,2,6,1,Needs Attention
C01546,289,3,5066.27,633.28375,18,4,2024-09-28,2025-09-15,641,2,2,3,7,1,Needs Attention
C01547,323,3,1087.23,155.31857142857143,12,5,2024-10-31,2025-08-12,608,1,2,1,4,2,At Risk
C01549,334,2,999.54,499.77,5,2,2024-11-10,2025-08-01,598,1,1,1,3,1,Needs Attention
C01552,425,1,77.12,25.706666666666667,6,3,2025-05-02,2025-05-02,425,1,1,1,3,3,Hibernating
C01553,246,2,540.86,180.28666666666666,7,1,2025-01-17,2025-10-28,530,2,1,1,4,2,At Risk
C01554,455,1,43.77,43.77,2,1,2025-04-02,2025-04-02,455,1,1,1,3,3,Hibernating
C01555,58,9,11317.91,419.18185185185183,57,6,2025-03-22,2026-05-04,466,4,4,5,13,4,Loyal Customers
C01556,8,21,24300.82,418.9796551724138,117,6,2024-02-19,2026-06-23,863,5,5,5,15,5,Champions
C01558,241,4,4113.2300000000005,411.32300000000004,19,4,2024-07-04,2025-11-02,727,2,3,3,8,1,Needs Attention
C01560,74,7,9650.55,507.9236842105263,37,6,2025-06-05,2026-04-18,391,3,4,4,11,4,Loyal Customers
C01563,39,3,1300.58,216.76333333333332,10,5,2025-02-16,2026-05-23,500,4,2,2,8,6,Potential Loyalists
C01564,149,2,1468.92,209.8457142857143,9,5,2025-10-27,2026-02-02,247,2,1,2,5,0,Promising
C01565,11,31,43952.64,586.0352,146,6,2025-03-05,2026-06-20,483,5,5,5,15,5,Champions
C01566,18,12,9685.74,421.1191304347826,48,6,2024-10-14,2026-06-13,625,5,5,4,14,5,Champions
C01567,38,27,37323.53,497.64706666666666,146,6,2024-11-22,2026-05-24,586,4,5,5,14,5,Champions
C01568,120,1,432.96,216.48,6,2,2026-03-03,2026-03-03,120,3,1,1,5,0,Promising
C01570,10,28,40167.4,627.615625,124,6,2024-04-05,2026-06-21,817,5,5,5,15,5,Champions
C01571,184,2,1737.32,248.1885714285714,9,5,2024-10-16,2025-12-29,623,2,1,2,5,6,Potential Loyalists
C01572,100,2,1819.3700000000001,259.91,15,5,2026-01-21,2026-03-23,161,3,1,2,6,0,Promising
C01573,139,5,6883.29,430.205625,34,5,2024-01-28,2026-02-12,885,2,3,4,9,6,Potential Loyalists
C01574,71,4,2079.01,159.92384615384617,22,5,2025-03-14,2026-04-21,474,3,3,2,8,6,Potential Loyalists
C01575,30,17,27633.65,600.7315217391305,92,6,2025-05-14,2026-06-01,413,4,5,5,14,4,Loyal Customers
C01576,30,2,1866.3,466.575,11,4,2026-05-30,2026-06-01,32,4,1,2,7,0,Promising
C01578,8,1,62.64,62.64,3,1,2026-06-23,2026-06-23,8,5,1,1,7,3,Hibernating
C01579,46,20,17327.96,468.3232432432432,79,6,2025-01-06,2026-05-16,541,4,5,5,14,5,Champions
C01580,19,14,8015.69,235.7555882352941,64,6,2024-10-08,2026-06-12,631,5,5,4,14,5,Champions
C01582,366,3,3735.49,466.93625,18,4,2025-02-06,2025-06-30,510,1,2,3,6,1,Needs Attention
C01583,34,22,32473.09,532.3457377049181,123,6,2025-04-30,2026-05-28,427,4,5,5,14,4,Loyal Customers
C01585,140,9,6030.01,262.17434782608694,45,5,2024-07-26,2026-02-11,705,2,4,4,10,6,Potential Loyalists
C01586,10,9,8334.71,362.37869565217386,38,6,2025-05-01,2026-06-21,426,5,4,4,13,4,Loyal Customers
C01587,96,6,9093.91,534.9358823529411,32,5,2025-05-11,2026-03-27,416,3,3,4,10,4,Loyal Customers
C01588,37,6,7996.66,470.39176470588234,33,6,2024-09-19,2026-05-25,650,4,3,4,11,6,Potential Loyalists
C01589,52,1,120.74,60.37,3,2,2026-05-10,2026-05-10,52,4,1,1,6,3,Hibernating
C01590,47,6,2769.71,251.79181818181817,22,5,2025-09-13,2026-05-15,291,4,3,3,10,0,Promising
C01592,367,2,2081.4100000000003,416.28200000000004,12,3,2025-01-01,2025-06-29,546,1,1,2,4,1,Needs Attention
C01593,226,2,3899.04,974.76,8,4,2025-10-06,2025-11-17,268,2,1,3,6,0,Promising
C01594,130,9,6391.29,336.3836842105263,36,6,2024-12-19,2026-02-21,559,3,4,4,11,6,Potential Loyalists
C01596,24,1,145.43,145.43,2,1,2026-06-07,2026-06-07,24,4,1,1,6,3,Hibernating
C01597,57,22,23205.78,414.38892857142855,109,6,2024-03-29,2026-05-05,824,4,5,5,14,5,Champions
C01598,1,12,6673.82,215.28451612903226,60,6,2024-11-06,2026-06-30,602,5,5,4,14,6,Potential Loyalists
C01599,88,4,2058.37,343.06166666666667,12,5,2025-10-07,2026-04-04,267,3,3,2,8,0,Promising
C01600,50,17,31196.98,725.5111627906977,81,6,2024-12-28,2026-05-12,550,4,5,5,14,5,Champions
C01601,202,2,2410.19,401.6983333333333,15,3,2025-11-17,2025-12-11,226,2,1,2,5,0,Promising
C01602,19,4,3748.8999999999996,416.5444444444444,17,4,2025-04-03,2026-06-12,454,5,3,3,11,4,Loyal Customers
C01603,250,11,9269.62,319.6420689655173,58,6,2024-04-23,2025-10-24,799,2,4,4,10,5,Champions
C01606,30,3,2014.98,503.745,8,3,2024-08-09,2026-06-01,691,4,2,2,8,6,Potential Loyalists
C01607,27,7,5625.2,267.8666666666667,45,6,2025-04-23,2026-06-04,434,4,4,4,12,4,Loyal Customers
C01608,26,14,15975.21,570.5432142857143,53,6,2025-05-13,2026-06-05,414,4,5,5,14,4,Loyal Customers
C01609,28,10,7065.93,252.35464285714286,62,6,2024-08-09,2026-06-03,691,4,4,4,12,6,Potential Loyalists
C01610,81,1,45.71,45.71,1,1,2026-04-11,2026-04-11,81,3,1,1,5,3,Hibernating
C01611,266,2,1869.69,267.09857142857146,12,5,2025-08-19,2025-10-08,316,2,1,2,5,0,Promising
C01612,58,13,14251.72,527.8414814814814,56,6,2025-03-04,2026-05-04,484,4,5,5,14,4,Loyal Customers
C01613,288,1,1364.1499999999999,341.03749999999997,7,3,2025-09-16,2025-09-16,288,2,1,2,5,0,Promising
C01614,152,1,516.75,516.75,2,1,2026-01-30,2026-01-30,152,2,1,1,4,0,Promising
C01615,8,12,9711.66,294.2927272727273,67,6,2024-03-27,2026-06-23,826,5,5,4,14,5,Champions
C01616,12,9,5320.43,280.02263157894737,38,6,2024-08-18,2026-06-19,682,5,4,4,13,6,Potential Loyalists
C01617,3,16,7261.01,226.9065625,59,6,2024-07-17,2026-06-28,714,5,5,4,14,5,Champions
C01619,10,16,16251.98,507.874375,68,6,2025-07-01,2026-06-21,365,5,5,5,15,4,Loyal Customers
C01620,436,3,1133.3,188.88333333333333,14,3,2024-08-07,2025-04-21,693,1,2,1,4,2,At Risk
C01621,106,4,3363.46,336.346,19,5,2024-09-02,2026-03-17,667,3,3,3,9,6,Potential Loyalists
C01622,79,7,4493.26,249.62555555555556,32,5,2024-06-07,2026-04-13,754,3,4,3,10,6,Potential Loyalists
C01623,46,13,11182.93,372.76433333333335,56,6,2024-04-07,2026-05-16,815,4,5,4,13,5,Champions
C01624,99,5,3558.36,296.53000000000003,24,6,2024-11-29,2026-03-24,579,3,3,3,9,6,Potential Loyalists
C01625,141,3,1535.43,153.543,24,4,2025-12-21,2026-02-10,192,2,2,2,6,0,Promising
C01626,425,5,3133.38,261.115,23,6,2024-06-13,2025-05-02,748,1,3,3,7,1,Needs Attention
C01627,251,2,358.57,71.714,8,3,2025-02-21,2025-10-23,495,2,1,1,4,3,Hibernating
C01628,174,5,3152.53,350.28111111111116,18,3,2024-09-21,2026-01-08,648,2,3,3,8,6,Potential Loyalists
C01629,4,30,31022.39,449.59985507246375,139,6,2024-09-13,2026-06-27,656,5,5,5,15,5,Champions
C01630,240,1,171.35,57.11666666666667,3,3,2025-11-03,2025-11-03,240,2,1,1,4,3,Hibernating
C01631,13,15,12882.61,322.06525,80,6,2025-04-14,2026-06-18,443,5,5,5,15,4,Loyal Customers
C01632,48,11,12631.47,435.56793103448274,57,6,2024-09-18,2026-05-14,651,4,4,5,13,5,Champions
C01633,11,4,2321.27,257.9188888888889,20,5,2025-07-02,2026-06-20,364,5,3,2,10,0,Promising
C01634,490,1,415.47,138.49,6,2,2025-02-26,2025-02-26,490,1,1,1,3,2,At Risk
C01635,44,11,14760.89,527.1746428571429,57,6,2024-05-14,2026-05-18,778,4,4,5,13,5,Champions
C01636,36,10,6009.79,300.4895,42,6,2024-03-15,2026-05-26,838,4,4,4,12,5,Champions
C01637,161,4,1337.76,191.10857142857142,15,4,2025-03-14,2026-01-21,474,2,3,2,7,6,Potential Loyalists
C01639,103,7,3059.7,218.54999999999998,34,6,2024-05-03,2026-03-20,789,3,4,3,10,6,Potential Loyalists
C01640,19,5,6290.5,524.2083333333334,25,6,2025-10-02,2026-06-12,272,5,3,4,12,4,Loyal Customers
C01641,187,5,6397.860000000001,376.34470588235297,38,6,2024-10-10,2025-12-26,629,2,3,4,9,6,Potential Loyalists
C01642,416,1,763.16,254.38666666666666,4,3,2025-05-11,2025-05-11,416,1,1,1,3,2,At Risk
C01643,74,4,1611.78,161.178,16,6,2024-06-18,2026-04-18,743,3,3,2,8,6,Potential Loyalists
C01644,33,5,8137.04,581.2171428571429,36,6,2024-07-03,2026-05-29,728,4,3,4,11,6,Potential Loyalists
C01645,234,7,6014.76,353.8094117647059,29,6,2024-09-12,2025-11-09,657,2,4,4,10,6,Potential Loyalists
C01646,224,5,1426.31,129.66454545454545,20,5,2024-10-12,2025-11-19,627,2,3,2,7,6,Potential Loyalists
C01647,5,10,7651.89,306.0756,46,6,2025-07-22,2026-06-26,344,5,4,4,13,4,Loyal Customers
C01648,1,1,549.06,549.06,2,1,2026-06-30,2026-06-30,1,5,1,1,7,0,Promising
C01649,425,1,37.59,37.59,2,1,2025-05-02,2025-05-02,425,1,1,1,3,3,Hibernating
C01650,8,11,22121.32,762.8041379310345,59,6,2025-08-22,2026-06-23,313,5,4,5,14,4,Loyal Customers
C01651,16,6,5211.02,400.84769230769234,29,6,2025-11-19,2026-06-15,224,5,3,4,12,4,Loyal Customers
C01652,51,3,3263.2200000000003,407.90250000000003,19,5,2025-05-11,2026-05-11,416,4,2,3,9,0,Promising
C01653,17,7,4093.4100000000003,292.3864285714286,28,5,2025-06-19,2026-06-14,377,5,4,3,12,4,Loyal Customers
C01654,5,6,5594.08,372.9386666666667,30,6,2025-08-06,2026-06-26,329,5,3,4,12,4,Loyal Customers
C01657,321,2,2119.09,353.1816666666667,10,4,2024-12-30,2025-08-14,548,1,1,2,4,1,Needs Attention
C01658,440,3,2923.4300000000003,324.8255555555556,17,5,2024-10-21,2025-04-17,618,1,2,3,6,1,Needs Attention
C01659,132,3,2853.49,356.68625,19,5,2025-03-24,2026-02-19,464,2,2,3,7,0,Promising
C01660,65,25,31756.78,504.075873015873,136,6,2024-12-28,2026-04-27,550,3,5,5,13,5,Champions
C01661,238,2,5121.08,640.135,15,4,2024-11-05,2025-11-05,603,2,1,3,6,1,Needs Attention
C01663,511,3,2802.36,311.37333333333333,18,5,2024-03-30,2025-02-05,823,1,2,3,6,1,Needs Attention
C01664,294,3,777.5799999999999,155.516,10,4,2024-08-17,2025-09-10,683,2,2,1,5,2,At Risk
C01665,46,3,761.69,108.81285714285715,15,4,2025-09-17,2026-05-16,287,4,2,1,7,3,Hibernating
C01666,98,3,1215.32,202.5533333333333,15,4,2024-10-27,2026-03-25,612,3,2,1,6,6,Potential Loyalists
C01667,19,6,4750.2,263.9,40,6,2024-12-02,2026-06-12,576,5,3,3,11,6,Potential Loyalists
C01668,29,9,13131.66,468.98785714285714,55,6,2025-10-13,2026-06-02,261,4,4,5,13,4,Loyal Customers
C01669,74,9,4202.57,191.02590909090907,49,6,2025-03-25,2026-04-18,463,3,4,3,10,6,Potential Loyalists
C01670,14,6,3876.4500000000003,204.02368421052634,38,6,2024-10-14,2026-06-17,625,5,3,3,11,6,Potential Loyalists
C01672,20,7,6820.92,341.046,41,6,2025-08-10,2026-06-11,325,5,4,4,13,4,Loyal Customers
C01673,57,5,6675.18,476.79857142857145,30,6,2025-08-31,2026-05-05,304,4,3,4,11,4,Loyal Customers
C01674,464,9,8499.07,424.95349999999996,42,6,2024-02-22,2025-03-24,860,1,4,4,9,1,Needs Attention
C01677,119,4,990.84,99.084,24,5,2025-11-13,2026-03-04,230,3,3,1,7,3,Hibernating
C01679,20,11,11936.75,397.89166666666665,63,6,2025-07-05,2026-06-11,361,5,4,5,14,4,Loyal Customers
C01680,95,15,21236.74,544.5317948717949,80,6,2025-07-11,2026-03-28,355,3,5,5,13,4,Loyal Customers
C01681,469,3,2043.51,255.43875,15,5,2024-12-11,2025-03-19,567,1,2,2,5,1,Needs Attention
C01682,284,3,1253.32,179.04571428571427,15,4,2025-04-10,2025-09-20,447,2,2,2,6,0,Promising
C01683,130,3,2612.7400000000002,326.59250000000003,16,3,2025-08-19,2026-02-21,316,3,2,2,7,0,Promising
C01684,721,2,797.09,199.2725,8,3,2024-06-15,2024-07-10,746,1,1,1,3,2,At Risk
C01685,268,7,7808.24,410.96,39,6,2025-05-05,2025-10-06,422,2,4,4,10,4,Loyal Customers
C01686,72,5,1882.1599999999999,134.44,27,5,2025-08-09,2026-04-20,326,3,3,2,8,0,Promising
C01687,127,3,1228.19,136.46555555555557,18,6,2025-07-17,2026-02-24,349,3,2,2,7,0,Promising
C01690,42,8,9242.24,462.11199999999997,40,6,2025-03-07,2026-05-20,481,4,4,4,12,4,Loyal Customers
C01692,753,1,285.34000000000003,95.11333333333334,7,3,2024-06-08,2024-06-08,753,1,1,1,3,2,At Risk
C01693,18,30,31504.07,443.7192957746479,137,6,2024-11-02,2026-06-13,606,5,5,5,15,5,Champions
C01695,465,2,1633.19,544.3966666666666,5,3,2024-04-30,2025-03-23,792,1,1,2,4,1,Needs Attention
C01696,45,11,15854.66,528.4886666666666,66,6,2024-10-06,2026-05-17,633,4,4,5,13,5,Champions
C01697,7,19,41380.6,678.3704918032787,130,6,2025-01-05,2026-06-24,542,5,5,5,15,5,Champions
C01698,44,12,16129.27,672.0529166666666,52,6,2025-03-07,2026-05-18,481,4,5,5,14,4,Loyal Customers
C01699,22,41,54566.159999999996,556.7975510204082,187,6,2024-02-08,2026-06-09,874,5,5,5,15,5,Champions
C01700,419,3,3376.53,375.17,23,5,2025-01-20,2025-05-08,527,1,2,3,6,1,Needs Attention
C01701,85,15,12450.71,296.44547619047614,78,6,2024-04-21,2026-04-07,801,3,5,5,13,5,Champions
C01703,6,11,14310.54,477.01800000000003,60,6,2025-06-30,2026-06-25,366,5,4,5,14,4,Loyal Customers
C01704,77,13,17924.76,543.1745454545454,69,6,2025-04-27,2026-04-15,430,3,5,5,13,4,Loyal Customers
C01705,349,2,1110.3,277.575,7,3,2025-06-23,2025-07-17,373,1,1,1,3,0,Promising
C01708,224,3,739.97,184.9925,8,4,2025-06-23,2025-11-19,373,2,2,1,5,0,Promising
C01710,85,11,11420.68,356.89625,65,6,2024-11-11,2026-04-07,597,3,4,5,12,5,Champions
C01711,372,5,4282.5,389.3181818181818,23,6,2024-11-25,2025-06-24,583,1,3,3,7,1,Needs Attention
C01713,80,4,2271.13,227.113,17,5,2025-11-12,2026-04-12,231,3,3,2,8,0,Promising
C01715,31,27,40053.64,625.838125,124,6,2024-09-09,2026-05-31,660,4,5,5,14,5,Champions
C01716,13,5,4524.3099999999995,377.0258333333333,27,5,2025-05-26,2026-06-18,401,5,3,3,11,4,Loyal Customers
C01717,36,14,15674.52,356.2390909090909,87,6,2024-12-23,2026-05-26,555,4,5,5,14,5,Champions
C01718,10,5,4756.16,594.52,17,4,2025-07-25,2026-06-21,341,5,3,3,11,4,Loyal Customers
C01719,422,10,5914.5,219.05555555555554,58,6,2024-03-25,2025-05-05,828,1,4,4,9,1,Needs Attention
C01721,6,5,3717.46,371.746,21,4,2025-10-15,2026-06-25,259,5,3,3,11,0,Promising
C01722,17,6,3948.04,329.00333333333333,25,5,2024-05-20,2026-06-14,772,5,3,3,11,6,Potential Loyalists
C01723,98,5,5328.08,355.20533333333333,29,6,2025-10-04,2026-03-25,270,3,3,4,10,0,Promising
C01724,69,3,2464.47,308.05875,11,6,2025-03-28,2026-04-23,460,3,2,2,7,0,Promising
C01725,34,3,1222.02,174.5742857142857,15,4,2024-12-17,2026-05-28,561,4,2,1,7,6,Potential Loyalists
C01726,254,2,701.01,116.835,10,5,2024-07-30,2025-10-20,701,2,1,1,4,2,At Risk
C01727,77,2,732.1899999999999,104.59857142857142,13,4,2026-02-20,2026-04-15,131,3,1,1,5,3,Hibernating
C01728,52,1,465.56,232.78,5,2,2026-05-10,2026-05-10,52,4,1,1,6,0,Promising
C01729,140,3,2313.97,289.24625,14,3,2025-06-28,2026-02-11,368,2,2,2,6,0,Promising
C01731,310,2,368.02,92.005,6,4,2025-05-12,2025-08-25,415,1,1,1,3,3,Hibernating
C01732,400,2,522.3100000000001,130.57750000000001,9,3,2025-01-25,2025-05-27,522,1,1,1,3,2,At Risk
C01733,58,5,5167.18,303.9517647058824,34,5,2025-07-12,2026-05-04,354,4,3,3,10,4,Loyal Customers
C01734,99,4,5354.58,486.78,28,4,2024-07-10,2026-03-24,721,3,3,4,10,6,Potential Loyalists
C01736,412,2,1345.5700000000002,448.52333333333337,6,3,2025-02-23,2025-05-15,493,1,1,2,4,1,Needs Attention
C01737,9,7,7519.35,375.96750000000003,37,6,2025-11-24,2026-06-22,219,5,4,4,13,4,Loyal Customers
C01738,83,10,13288.41,632.7814285714286,44,5,2025-03-13,2026-04-09,475,3,4,5,12,4,Loyal Customers
C01739,443,1,1489.7699999999998,372.44249999999994,9,4,2025-04-14,2025-04-14,443,1,1,2,4,1,Needs Attention
C01740,37,6,8210.98,586.4985714285714,27,4,2025-11-14,2026-05-25,229,4,3,4,11,4,Loyal Customers
C01741,183,11,8688.82,334.1853846153846,50,6,2024-07-29,2025-12-30,702,2,4,4,10,5,Champions
C01742,313,3,3652.6299999999997,456.57874999999996,16,5,2025-05-28,2025-08-22,399,1,2,3,6,1,Needs Attention
C01743,152,2,2880.49,576.098,10,3,2025-09-25,2026-01-30,279,2,1,3,6,0,Promising
C01744,211,1,723.63,180.9075,8,4,2025-12-02,2025-12-02,211,2,1,1,4,0,Promising
C01745,69,7,4333.139999999999,254.89058823529408,31,6,2024-09-26,2026-04-23,643,3,4,3,10,6,Potential Loyalists
C01746,15,5,2541.1800000000003,363.02571428571434,14,4,2024-05-11,2026-06-16,781,5,3,2,10,6,Potential Loyalists
C01747,413,2,916.0000000000001,183.20000000000002,11,5,2025-03-23,2025-05-14,465,1,1,1,3,2,At Risk
C01748,24,8,6068.25,337.125,44,6,2025-03-10,2026-06-07,478,4,4,4,12,4,Loyal Customers
C01749,84,2,2086.96,695.6533333333333,7,3,2025-10-17,2026-04-08,257,3,1,2,6,0,Promising
C01750,26,35,46895.88,521.0653333333333,194,6,2024-03-19,2026-06-05,834,4,5,5,14,5,Champions
C01751,364,2,829.34,165.868,9,4,2025-05-28,2025-07-02,399,1,1,1,3,2,At Risk
C01752,1,19,26495.13,464.82684210526315,114,6,2024-10-30,2026-06-30,609,5,5,5,15,5,Champions
C01753,7,21,22215.68,462.82666666666665,78,6,2024-03-05,2026-06-24,848,5,5,5,15,5,Champions
C01754,23,9,10358.3,398.3961538461538,56,6,2025-10-10,2026-06-08,264,4,4,4,12,4,Loyal Customers
C01755,12,4,2806.0299999999997,215.84846153846152,26,5,2024-06-15,2026-06-19,746,5,3,3,11,6,Potential Loyalists
C01756,9,4,1570.75,157.075,17,6,2025-08-24,2026-06-22,311,5,3,2,10,0,Promising
C01757,67,5,4049.18,337.4316666666667,27,5,2024-10-11,2026-04-25,628,3,3,3,9,6,Potential Loyalists
C01758,61,7,6366.63,289.3922727272727,42,6,2025-03-28,2026-05-01,460,3,4,4,11,4,Loyal Customers
C01759,16,6,2588.75,215.72916666666666,20,6,2025-06-11,2026-06-15,385,5,3,2,10,6,Potential Loyalists
C01760,24,12,9678.05,403.2520833333333,47,6,2024-10-22,2026-06-07,617,4,5,4,13,5,Champions
C01761,55,9,4315.31,165.97346153846155,56,6,2025-03-21,2026-05-07,467,4,4,3,11,6,Potential Loyalists
C01762,407,1,329.84,329.84,3,1,2025-05-20,2025-05-20,407,1,1,1,3,2,At Risk
C01763,455,4,4453.780000000001,404.88909090909095,21,5,2024-10-06,2025-04-02,633,1,3,3,7,1,Needs Attention
C01764,152,2,4939.51,705.6442857142857,15,5,2025-10-03,2026-01-30,271,2,1,3,6,0,Promising
C01766,2,31,53290.88,598.7739325842697,182,6,2024-02-13,2026-06-29,869,5,5,5,15,5,Champions
C01767,45,18,18905.75,402.25,98,6,2024-03-31,2026-05-17,822,4,5,5,14,5,Champions
C01768,33,12,18636.04,548.1188235294118,67,6,2025-04-17,2026-05-29,440,4,5,5,14,4,Loyal Customers
C01770,139,3,512.6700000000001,85.44500000000001,9,4,2025-09-01,2026-02-12,303,2,2,1,5,3,Hibernating
C01771,496,3,1478.18,164.24222222222224,15,5,2024-09-08,2025-02-20,661,1,2,2,5,2,At Risk
C01773,44,8,6298.24,370.48470588235296,41,6,2025-02-22,2026-05-18,494,4,4,4,12,4,Loyal Customers
C01775,72,13,9180.63,340.0233333333333,57,6,2024-10-23,2026-04-20,616,3,5,4,12,5,Champions
C01776,19,5,3020.41,201.36066666666665,31,5,2025-07-01,2026-06-12,365,5,3,3,11,0,Promising
C01777,17,4,6445.96,644.596,22,5,2026-01-21,2026-06-14,161,5,3,4,12,4,Loyal Customers
C01778,30,9,3320.12,174.74315789473684,39,6,2025-02-10,2026-06-01,506,4,4,3,11,6,Potential Loyalists
C01779,4,23,32381.760000000002,505.96500000000003,125,6,2024-07-17,2026-06-27,714,5,5,5,15,5,Champions
C01780,7,2,2762.96,552.592,8,3,2026-05-07,2026-06-24,55,5,1,3,9,0,Promising
C01781,75,4,3402.39,486.05571428571426,16,6,2025-07-04,2026-04-17,362,3,3,3,9,0,Promising
C01782,306,3,2497.52,312.19,17,5,2024-07-27,2025-08-29,704,1,2,2,5,1,Needs Attention
C01783,336,1,478.91999999999996,239.45999999999998,4,2,2025-07-30,2025-07-30,336,1,1,1,3,0,Promising
C01784,76,3,691.48,115.24666666666667,12,3,2024-11-22,2026-04-16,586,3,2,1,6,6,Potential Loyalists
C01785,477,4,5803.47,446.4207692307692,25,5,2024-08-15,2025-03-11,685,1,3,4,8,1,Needs Attention
C01786,29,22,22030.21,361.15098360655736,119,6,2024-07-05,2026-06-02,726,4,5,5,14,5,Champions
C01787,98,5,2502.55,192.50384615384615,21,4,2024-05-19,2026-03-25,773,3,3,2,8,6,Potential Loyalists
C01788,287,2,670.9000000000001,167.72500000000002,8,4,2025-09-16,2025-09-17,288,2,1,1,4,0,Promising
C01789,146,4,3833.52,425.94666666666666,21,5,2024-04-21,2026-02-05,801,2,3,3,8,6,Potential Loyalists
C01790,287,1,1362.49,340.6225,8,4,2025-09-17,2025-09-17,287,2,1,2,5,0,Promising
