customer_id,churn_probability,risk_tier
C02644,0.8363886,High
C02645,0.6590698,High
C02646,0.72713625,High
C02647,0.39694133,Medium
C02648,0.09570151,Low
C02649,0.13974062,Low
C02650,0.3648486,Medium
C02651,0.7637662,High
C02653,0.7113546,High
C02655,0.6883077,High
C02656,0.31264618,Medium
C02657,0.7345835,High
C02658,0.07289807,Low
C02659,0.94575495,High
C02660,0.98468184,High
C02661,0.72426575,High
C02662,0.9111323,High
C02663,0.9530238,High
C02664,0.84691584,High
C02665,0.027336515,Low
C02666,0.36269352,Medium
C02667,0.8438785,High
C02668,0.9568294,High
C02669,0.91128993,High
C02670,0.26478252,Low
C02671,0.32291165,Medium
C02672,0.23177242,Low
C02673,0.8973307,High
C02674,0.059812997,Low
C02675,0.6178872,High
C02676,0.43331614,Medium
C02679,0.28270692,Low
C02680,0.89503807,High
C02681,0.020028934,Low
C02682,0.49589467,Medium
C02683,0.16335519,Low
C02684,0.055694178,Low
C02685,0.78334236,High
C02686,0.84984916,High
C02688,0.36704844,Medium
C02689,0.7503246,High
C02690,0.45525298,Medium
C02691,0.52138436,Medium
C02692,0.027300874,Low
C02694,0.24044457,Low
C02697,0.8811674,High
C02698,0.37106687,Medium
C02699,0.6759497,High
C02700,0.6121179,High
C02701,0.09228548,Low
C02703,0.8234047,High
C02704,0.74054104,High
C02705,0.038335163,Low
C02706,0.27220786,Low
C02709,0.6537224,High
C02710,0.19960216,Low
C02712,0.39857155,Medium
C02713,0.06286247,Low
C02715,0.20804213,Low
C02717,0.6868716,High
C02718,0.21575926,Low
C02719,0.6114309,High
C02720,0.60372066,High
C02721,0.018342955,Low
C02723,0.8561674,High
C02725,0.86376804,High
C02726,0.35330582,Medium
C02728,0.85739005,High
C02729,0.56431574,Medium
C02731,0.07484947,Low
C02732,0.076828815,Low
C02733,0.94590586,High
C02734,0.17154013,Low
C02737,0.65789336,High
C02738,0.02991605,Low
C02739,0.9412114,High
C02740,0.5939998,Medium
C02741,0.9576525,High
C02742,0.0065338644,Low
C02743,0.72103095,High
C02744,0.872867,High
C02746,0.95327884,High
C02747,0.86874545,High
C02748,0.16830337,Low
C02749,0.6969017,High
C02751,0.17298204,Low
C02752,0.8169448,High
C02753,0.9813952,High
C02754,0.10020865,Low
C02755,0.06321699,Low
C02756,0.95873564,High
C02757,0.92347735,High
C02760,0.42181993,Medium
C02761,0.509225,Medium
C02762,0.9407743,High
C02763,0.2222797,Low
C02764,0.98177207,High
C02765,0.88553673,High
C02766,0.30844876,Medium
C02767,0.9610679,High
C02768,0.8105249,High
C02769,0.28011873,Low
C02770,0.9761686,High
C02771,0.75457263,High
C02772,0.5669585,Medium
C02773,0.80312544,High
C02774,0.31404015,Medium
C02775,0.31600332,Medium
C02776,0.7173935,High
C02777,0.8436027,High
C02779,0.26196823,Low
C02780,0.95458275,High
C02781,0.40087545,Medium
C02782,0.85474205,High
C02784,0.8028035,High
C02786,0.14055812,Low
C02787,0.39324072,Medium
C02789,0.8817161,High
C02790,0.113396905,Low
C02791,0.6240391,High
C02792,0.69255936,High
C02793,0.8733402,High
C02794,0.1763856,Low
C02795,0.62490964,High
C02798,0.93736637,High
C02799,0.5739608,Medium
C02801,0.4224979,Medium
C02802,0.9773816,High
C02803,0.026399087,Low
C02804,0.6429271,High
C02805,0.6047878,High
C02806,0.17028119,Low
C02807,0.34591952,Medium
C02812,0.6902744,High
C02813,0.018517276,Low
C02814,0.7875119,High
C02816,0.4839181,Medium
C02817,0.28857028,Low
C02818,0.012354875,Low
C02819,0.110558555,Low
C02821,0.029028788,Low
C02823,0.3704358,Medium
C02824,0.15668085,Low
C02825,0.12115649,Low
C02826,0.02078446,Low
C02828,0.61186117,High
C02829,0.812922,High
C02830,0.819493,High
C02831,0.658513,High
C02832,0.54183203,Medium
C02833,0.44129035,Medium
C02834,0.27594072,Low
C02836,0.046317097,Low
C02838,0.95808226,High
C02839,0.5051719,Medium
C02840,0.37847883,Medium
C02841,0.37765053,Medium
C02842,0.7972727,High
C02843,0.050195135,Low
C02844,0.019539524,Low
C02845,0.16980971,Low
C02846,0.17606056,Low
C02847,0.24218841,Low
C02848,0.17991772,Low
C02849,0.5761974,Medium
C02852,0.72792023,High
C02853,0.028122516,Low
C02854,0.4689488,Medium
C02855,0.05834756,Low
C02856,0.9330763,High
C02857,0.88788307,High
C02858,0.914315,High
C02859,0.94917077,High
C02860,0.5300803,Medium
C02861,0.3725804,Medium
C02862,0.81115705,High
C02863,0.11044929,Low
C02865,0.86452484,High
C02866,0.22041818,Low
C02867,0.0452582,Low
C02868,0.28809977,Low
C02869,0.1922372,Low
C02870,0.15905029,Low
C02871,0.7096594,High
C02872,0.7116868,High
C02873,0.16392855,Low
C02874,0.7363366,High
C02875,0.97550756,High
C02876,0.2732898,Low
C02877,0.91340667,High
C02878,0.5437851,Medium
C02879,0.021919424,Low
C02880,0.7243264,High
C02881,0.34966773,Medium
C02882,0.16441545,Low
C02883,0.95111877,High
C02885,0.6345551,High
C02889,0.9630526,High
C02890,0.03927134,Low
C02891,0.5051517,Medium
C02893,0.13350835,Low
C02895,0.75808513,High
C02896,0.96862483,High
C02897,0.9161712,High
C02898,0.55357474,Medium
C02899,0.26573294,Low
C02900,0.17045304,Low
C02901,0.9142282,High
C02902,0.31558895,Medium
C02903,0.695894,High
C02904,0.9159501,High
C02905,0.9801649,High
C02906,0.9775783,High
C02907,0.47619072,Medium
C02908,0.98182386,High
C02909,0.0551122,Low
C02911,0.24104838,Low
C02912,0.6941043,High
C02913,0.35916454,Medium
C02914,0.5807186,Medium
C02915,0.6362583,High
C02916,0.23477297,Low
C02918,0.10586374,Low
C02919,0.044444643,Low
C02920,0.7502591,High
C02921,0.80075306,High
C02922,0.2311914,Low
C02924,0.92845875,High
C02926,0.76752716,High
C02927,0.5538561,Medium
C02928,0.1241706,Low
C02929,0.95705545,High
C02930,0.012629544,Low
C02931,0.7089666,High
C02932,0.95082694,High
C02933,0.67644566,High
C02934,0.9209756,High
C02938,0.16284916,Low
C02939,0.02191356,Low
C02940,0.255426,Low
C02941,0.02172933,Low
C02942,0.47436136,Medium
C02943,0.28597263,Low
C02944,0.5852718,Medium
C02945,0.9142323,High
C02946,0.43341336,Medium
C02947,0.9420418,High
C02950,0.8231559,High
C02951,0.85572904,High
C02953,0.6628925,High
C02954,0.043281596,Low
C02956,0.7723854,High
C02957,0.036766764,Low
C02959,0.2042444,Low
C02960,0.45295465,Medium
C02961,0.41916564,Medium
C02962,0.15620567,Low
C02964,0.35168204,Medium
C02966,0.2556414,Low
C02967,0.35873213,Medium
C02968,0.19826414,Low
C02969,0.47482747,Medium
C02970,0.21865742,Low
C02972,0.2511963,Low
C02973,0.56557995,Medium
C02974,0.38055152,Medium
C02975,0.9250831,High
C02976,0.3855492,Medium
C02977,0.056572676,Low
C02978,0.9584331,High
C02980,0.19132969,Low
C02981,0.9489713,High
C02982,0.61568767,High
C02983,0.9229262,High
C02984,0.1923026,Low
C02985,0.03976326,Low
C02986,0.5990609,Medium
C02987,0.9439439,High
C02989,0.6994586,High
C02991,0.9790359,High
C02992,0.94711417,High
C02994,0.09238646,Low
C02996,0.13718116,Low
C02997,0.63769215,High
C02998,0.11112265,Low
C02999,0.052588474,Low
C03000,0.8826645,High
