customer_id,signup_date,age,city_tier,acquisition_channel
C01242,2025-02-06,29,Tier1,Organic
C01243,2024-03-03,60,Tier1,Organic
C01244,2024-06-01,53,Tier1,Organic
C01245,2024-06-22,67,Tier2,Referral
C01246,2024-07-20,32,Tier1,Paid Ads
C01247,2024-10-18,56,Tier1,Paid Ads
C01248,2025-09-16,59,Tier1,Organic
C01249,2025-01-04,37,Tier3,Organic
C01250,2025-05-28,31,Tier2,Social
C01251,2025-08-07,61,Tier2,Organic
C01252,2025-09-15,49,Tier2,Referral
C01253,2024-03-04,20,Tier1,Organic
C01254,2024-02-26,20,Tier2,Organic
C01255,2025-03-28,52,Tier3,Organic
C01256,2024-01-12,61,Tier1,Social
C01257,2025-05-16,30,Tier3,Paid Ads
C01258,2024-02-10,60,Tier1,Paid Ads
C01259,2025-02-10,23,Tier2,Referral
C01260,2025-09-27,41,Tier2,Referral
C01261,2024-09-05,29,Tier2,Paid Ads
C01262,2024-06-07,35,Tier1,Social
C01263,2024-01-19,47,Tier1,Referral
C01264,2024-04-20,51,Tier1,Organic
C01265,2024-05-02,36,Tier2,Referral
C01266,2024-01-13,44,Tier1,Paid Ads
C01267,2024-10-04,67,Tier1,Referral
C01268,2025-04-20,54,Tier2,Referral
C01269,2025-09-18,49,Tier1,Organic
C01270,2024-10-07,66,Tier2,Paid Ads
C01271,2025-04-16,60,Tier2,Referral
C01272,2025-03-23,43,Tier1,Referral
C01273,2024-11-19,66,Tier2,Organic
C01274,2025-07-08,59,Tier2,Referral
C01275,2025-04-03,34,Tier2,Organic
C01276,2024-06-08,23,Tier2,Social
C01277,2025-02-06,40,Tier2,Social
C01278,2024-03-04,58,Tier1,Referral
C01279,2024-05-20,19,Tier3,Paid Ads
C01280,2025-03-29,55,Tier1,Paid Ads
C01281,2025-09-19,65,Tier2,Referral
C01282,2024-03-10,69,Tier3,Referral
C01283,2024-06-05,22,Tier3,Social
C01284,2025-01-26,30,Tier2,Organic
C01285,2024-06-07,52,Tier2,Referral
C01286,2025-03-12,52,Tier2,Referral
C01287,2024-09-19,60,Tier1,Organic
C01288,2025-09-07,19,Tier1,Paid Ads
C01289,2025-03-09,43,Tier3,Paid Ads
C01290,2025-05-18,18,Tier1,Paid Ads
C01291,2024-07-15,40,Tier1,Organic
C01292,2024-09-12,23,Tier2,Social
C01293,2024-11-04,57,Tier1,Referral
C01294,2025-06-10,63,Tier3,Paid Ads
C01295,2024-04-04,22,Tier1,Organic
C01296,2024-08-28,56,Tier2,Organic
C01297,2025-09-18,28,Tier1,Paid Ads
C01298,2025-03-23,19,Tier2,Organic
C01299,2024-08-05,38,Tier2,Referral
C01300,2025-06-05,42,Tier2,Social
C01301,2024-05-14,20,Tier2,Referral
C01302,2025-07-02,65,Tier1,Referral
C01303,2025-02-14,51,Tier2,Organic
C01304,2024-01-20,37,Tier2,Social
C01305,2025-04-13,41,Tier2,Social
C01306,2025-06-03,30,Tier3,Referral
C01307,2025-09-06,41,Tier1,Social
C01308,2024-03-23,67,Tier2,Referral
C01309,2025-07-29,66,Tier2,Paid Ads
C01310,2024-07-23,35,Tier1,Referral
C01311,2024-09-23,33,Tier2,Paid Ads
C01312,2025-03-22,31,Tier2,Organic
C01313,2025-06-03,60,Tier3,Paid Ads
C01314,2024-12-03,56,Tier1,Paid Ads
C01315,2024-11-08,56,Tier2,Organic
C01316,2024-07-31,34,Tier3,Paid Ads
C01317,2025-05-21,37,Tier2,Paid Ads
C01318,2024-06-01,44,Tier3,Organic
C01319,2024-10-20,33,Tier2,Referral
C01320,2024-12-12,29,Tier1,Organic
C01321,2025-09-07,34,Tier1,Paid Ads
C01322,2024-10-18,19,Tier1,Organic
C01323,2024-01-14,23,Tier1,Referral
C01324,2024-12-25,51,Tier2,Organic
C01325,2025-06-27,24,Tier1,Paid Ads
C01326,2024-09-30,46,Tier1,Organic
C01327,2024-11-27,65,Tier1,Referral
C01328,2025-09-14,49,Tier1,Paid Ads
C01329,2024-06-21,52,Tier3,Social
C01330,2025-04-09,47,Tier1,Referral
C01331,2024-09-01,66,Tier3,Social
C01332,2025-04-08,32,Tier1,Organic
C01333,2024-05-07,60,Tier1,Paid Ads
C01334,2025-01-30,39,Tier3,Referral
C01335,2025-06-25,45,Tier1,Referral
C01336,2025-04-17,35,Tier1,Paid Ads
C01337,2024-01-18,26,Tier3,Referral
C01338,2025-03-04,56,Tier1,Social
C01339,2025-03-09,27,Tier2,Referral
C01340,2025-02-28,69,Tier1,Paid Ads
C01341,2025-04-10,45,Tier2,Organic
C01342,2024-05-10,38,Tier1,Organic
C01343,2024-10-20,34,Tier3,Paid Ads
C01344,2025-07-18,29,Tier1,Organic
C01345,2024-07-30,46,Tier1,Referral
C01346,2024-03-11,47,Tier3,Paid Ads
C01347,2024-08-17,44,Tier1,Organic
C01348,2024-03-05,57,Tier3,Referral
C01349,2025-02-11,35,Tier3,Organic
C01350,2025-09-01,24,Tier2,Paid Ads
C01351,2024-11-28,69,Tier3,Social
C01352,2024-11-04,45,Tier1,Paid Ads
C01353,2025-07-20,21,Tier1,Organic
C01354,2024-03-07,25,Tier1,Referral
C01355,2024-01-10,24,Tier2,Social
C01356,2025-05-31,31,Tier1,Paid Ads
C01357,2025-09-20,65,Tier2,Paid Ads
C01358,2025-08-04,48,Tier1,Paid Ads
C01359,2025-06-21,28,Tier2,Referral
C01360,2025-07-24,63,Tier1,Referral
C01361,2025-04-17,35,Tier1,Organic
C01362,2025-05-23,61,Tier2,Referral
C01363,2024-04-20,57,Tier1,Social
C01364,2024-12-16,38,Tier2,Paid Ads
C01365,2024-05-17,47,Tier2,Organic
C01366,2025-09-13,19,Tier1,Paid Ads
C01367,2024-03-03,46,Tier3,Paid Ads
C01368,2025-08-15,50,Tier3,Social
C01369,2025-02-20,50,Tier3,Social
C01370,2024-12-11,49,Tier3,Referral
C01371,2024-09-01,49,Tier3,Paid Ads
C01372,2024-12-07,26,Tier1,Referral
C01373,2025-09-07,37,Tier2,Referral
C01374,2024-08-11,41,Tier1,Paid Ads
C01375,2025-05-14,60,Tier2,Paid Ads
C01376,2024-08-31,44,Tier1,Paid Ads
C01377,2024-12-01,34,Tier3,Paid Ads
C01378,2025-03-03,26,Tier1,Organic
C01379,2025-04-06,38,Tier1,Paid Ads
C01380,2025-01-29,18,Tier1,Referral
C01381,2024-02-21,66,Tier1,Referral
C01382,2024-10-24,66,Tier3,Paid Ads
C01383,2024-12-09,43,Tier1,Social
C01384,2024-04-17,21,Tier3,Social
C01385,2024-06-06,48,Tier2,Referral
C01386,2024-09-23,39,Tier2,Social
C01387,2025-01-15,56,Tier2,Social
C01388,2024-04-04,65,Tier2,Organic
C01389,2024-10-19,53,Tier3,Social
C01390,2024-06-02,46,Tier1,Social
C01391,2024-08-15,32,Tier1,Paid Ads
C01392,2025-02-27,25,Tier2,Paid Ads
C01393,2024-05-13,38,Tier2,Organic
C01394,2025-09-09,22,Tier1,Referral
C01395,2024-01-18,56,Tier2,Social
C01396,2024-12-21,54,Tier3,Paid Ads
C01397,2024-02-26,44,Tier2,Organic
C01398,2025-09-23,44,Tier1,Referral
C01399,2025-08-08,46,Tier2,Social
C01400,2024-02-08,25,Tier1,Organic
C01401,2024-07-09,48,Tier1,Social
C01402,2024-04-30,56,Tier2,Social
C01403,2025-05-09,32,Tier2,Paid Ads
C01404,2025-07-19,51,Tier1,Paid Ads
C01405,2024-03-06,33,Tier3,Social
C01406,2024-11-10,48,Tier3,Social
C01407,2024-11-08,23,Tier2,Organic
C01408,2024-08-29,46,Tier2,Paid Ads
C01409,2025-03-31,37,Tier1,Referral
C01410,2024-04-01,57,Tier2,Referral
C01411,2024-12-17,24,Tier1,Paid Ads
C01412,2024-07-23,24,Tier1,Organic
C01413,2024-09-15,51,Tier3,Social
C01414,2025-03-13,27,Tier2,Social
C01415,2024-02-05,66,Tier3,Referral
C01416,2024-05-20,23,Tier3,Paid Ads
C01417,2025-02-18,34,Tier1,Paid Ads
C01418,2025-04-23,20,Tier2,Referral
C01419,2024-09-15,33,Tier2,Paid Ads
C01420,2024-11-10,66,Tier1,Organic
C01421,2024-07-09,18,Tier1,Organic
C01422,2024-03-24,42,Tier1,Paid Ads
C01423,2025-05-12,50,Tier3,Social
C01424,2024-01-07,21,Tier3,Organic
C01425,2024-06-27,54,Tier1,Social
C01426,2025-07-11,28,Tier2,Social
C01427,2025-02-06,56,Tier3,Referral
C01428,2025-04-15,46,Tier3,Social
C01429,2025-03-07,38,Tier1,Referral
C01430,2024-02-21,54,Tier2,Paid Ads
C01431,2024-03-14,43,Tier1,Referral
C01432,2025-07-07,60,Tier2,Referral
C01433,2025-02-01,54,Tier1,Paid Ads
C01434,2024-11-11,18,Tier2,Paid Ads
C01435,2025-04-19,18,Tier2,Social
C01436,2024-07-06,58,Tier2,Referral
C01437,2024-12-19,53,Tier3,Organic
C01438,2025-01-13,19,Tier2,Organic
C01439,2024-05-01,38,Tier2,Organic
C01440,2024-08-05,56,Tier1,Paid Ads
C01441,2024-04-18,63,Tier2,Social
C01442,2024-02-08,25,Tier2,Organic
C01443,2025-02-26,39,Tier1,Paid Ads
C01444,2024-10-06,30,Tier1,Paid Ads
C01445,2024-06-08,31,Tier1,Referral
C01446,2025-01-27,52,Tier1,Paid Ads
C01447,2024-01-19,60,Tier2,Organic
C01448,2024-12-17,28,Tier2,Paid Ads
C01449,2024-03-15,23,Tier3,Social
C01450,2024-07-15,62,Tier1,Organic
C01451,2024-03-05,41,Tier2,Referral
C01452,2024-11-15,65,Tier2,Paid Ads
C01453,2024-11-05,63,Tier1,Social
C01454,2024-02-15,67,Tier2,Referral
C01455,2025-06-05,30,Tier2,Paid Ads
C01456,2024-02-14,48,Tier2,Organic
C01457,2024-09-16,32,Tier3,Referral
C01458,2025-03-20,28,Tier2,Social
C01459,2025-04-06,67,Tier2,Referral
C01460,2025-07-05,41,Tier2,Social
C01461,2024-09-23,55,Tier1,Organic
C01462,2024-07-07,18,Tier3,Organic
C01463,2025-04-21,41,Tier1,Social
C01464,2025-04-19,47,Tier1,Social
C01465,2025-05-30,41,Tier3,Referral
C01466,2025-07-01,41,Tier3,Paid Ads
C01467,2024-12-02,66,Tier3,Referral
C01468,2024-07-16,56,Tier1,Organic
C01469,2024-12-12,59,Tier1,Referral
C01470,2024-06-29,59,Tier2,Referral
C01471,2024-08-16,59,Tier1,Paid Ads
C01472,2024-01-16,44,Tier1,Paid Ads
C01473,2025-06-26,37,Tier2,Social
C01474,2024-05-24,26,Tier1,Paid Ads
C01475,2024-05-19,56,Tier2,Referral
C01476,2025-03-25,33,Tier1,Organic
C01477,2025-07-19,54,Tier1,Social
C01478,2024-02-27,50,Tier3,Referral
C01479,2024-10-20,27,Tier1,Social
C01480,2025-02-27,30,Tier1,Referral
C01481,2024-10-08,36,Tier3,Referral
C01482,2025-07-03,18,Tier3,Organic
C01483,2024-02-17,22,Tier1,Paid Ads
C01484,2024-11-26,40,Tier3,Referral
C01485,2025-06-17,26,Tier1,Organic
C01486,2025-01-16,54,Tier1,Organic
C01487,2024-12-12,53,Tier1,Referral
C01488,2024-06-17,38,Tier3,Paid Ads
C01489,2024-02-01,68,Tier1,Paid Ads
C01490,2024-01-10,27,Tier1,Paid Ads
C01491,2024-09-28,32,Tier1,Organic
C01492,2024-09-12,51,Tier3,Social
C01493,2024-12-25,27,Tier1,Organic
C01494,2024-03-08,32,Tier1,Referral
C01495,2025-09-28,34,Tier2,Organic
C01496,2025-01-04,49,Tier2,Referral
C01497,2025-05-17,26,Tier2,Organic
C01498,2024-12-26,23,Tier1,Organic
C01499,2025-03-01,19,Tier1,Social
C01500,2024-12-07,20,Tier2,Referral
C01501,2025-05-25,27,Tier3,Paid Ads
C01502,2024-05-29,49,Tier1,Social
C01503,2025-09-05,67,Tier1,Organic
C01504,2024-07-25,22,Tier1,Referral
C01505,2024-03-08,60,Tier3,Organic
C01506,2025-01-12,51,Tier1,Organic
C01507,2024-07-30,21,Tier2,Paid Ads
C01508,2024-02-15,65,Tier1,Referral
C01509,2025-05-13,46,Tier2,Paid Ads
C01510,2025-09-24,24,Tier1,Paid Ads
C01511,2025-07-10,59,Tier2,Referral
C01512,2025-04-01,19,Tier2,Social
C01513,2024-06-17,48,Tier2,Paid Ads
C01514,2024-07-28,65,Tier1,Social
C01515,2024-11-05,54,Tier3,Organic
C01516,2024-02-17,27,Tier1,Paid Ads
C01517,2024-05-11,33,Tier2,Referral
C01518,2024-10-20,35,Tier3,Paid Ads
C01519,2024-11-09,57,Tier1,Social
C01520,2024-12-03,36,Tier3,Social
C01521,2025-02-14,39,Tier1,Organic
C01522,2025-05-25,47,Tier2,Organic
C01523,2024-02-07,64,Tier1,Social
C01524,2024-08-29,57,Tier1,Paid Ads
C01525,2025-08-18,38,Tier3,Social
C01526,2025-01-27,26,Tier1,Organic
C01527,2025-03-21,55,Tier2,Referral
C01528,2024-09-29,36,Tier2,Organic
C01529,2024-07-21,27,Tier3,Organic
C01530,2025-06-01,65,Tier1,Social
C01531,2024-07-04,30,Tier2,Referral
C01532,2024-01-13,49,Tier3,Social
C01533,2024-01-05,33,Tier2,Referral
C01534,2025-03-07,60,Tier2,Paid Ads
C01535,2024-09-11,32,Tier3,Social
C01536,2024-03-21,50,Tier3,Referral
C01537,2024-10-27,63,Tier2,Paid Ads
C01538,2024-09-20,28,Tier1,Paid Ads
C01539,2025-06-11,36,Tier1,Social
C01540,2025-04-04,26,Tier3,Referral
C01541,2025-07-13,25,Tier1,Social
C01542,2025-06-28,18,Tier1,Paid Ads
C01543,2024-04-11,64,Tier2,Referral
C01544,2025-03-26,18,Tier1,Referral
C01545,2024-09-06,36,Tier1,Organic
C01546,2024-08-08,29,Tier2,Organic
C01547,2024-06-08,56,Tier2,Referral
C01548,2024-11-17,26,Tier3,Referral
C01549,2024-08-15,55,Tier2,Paid Ads
C01550,2025-09-03,57,Tier2,Referral
C01551,2024-01-26,50,Tier1,Referral
C01552,2025-03-01,37,Tier2,Organic
C01553,2024-10-11,35,Tier3,Social
C01554,2024-12-08,29,Tier2,Referral
C01555,2025-02-15,42,Tier2,Social
C01556,2024-01-13,42,Tier2,Organic
C01557,2024-12-02,40,Tier1,Paid Ads
C01558,2024-03-17,31,Tier2,Paid Ads
C01559,2025-08-03,43,Tier1,Social
C01560,2025-05-11,32,Tier1,Paid Ads
C01561,2024-06-03,40,Tier1,Social
C01562,2024-01-13,59,Tier3,Social
C01563,2025-01-01,66,Tier2,Referral
C01564,2024-08-02,32,Tier2,Paid Ads
C01565,2025-02-17,41,Tier2,Paid Ads
C01566,2024-07-16,26,Tier3,Social
C01567,2024-10-15,27,Tier2,Paid Ads
C01568,2025-06-18,56,Tier3,Social
C01569,2024-07-24,27,Tier1,Referral
C01570,2024-02-12,27,Tier2,Organic
C01571,2024-09-22,20,Tier2,Referral
C01572,2024-04-11,29,Tier3,Organic
C01573,2024-01-07,40,Tier3,Organic
C01574,2024-11-09,68,Tier2,Paid Ads
C01575,2025-05-03,67,Tier3,Referral
C01576,2025-08-04,47,Tier1,Social
C01577,2024-01-04,62,Tier2,Referral
C01578,2025-04-14,52,Tier1,Social
C01579,2024-12-30,52,Tier2,Social
C01580,2024-05-19,50,Tier1,Referral
C01581,2024-03-07,51,Tier1,Paid Ads
C01582,2024-11-20,23,Tier1,Organic
C01583,2025-04-15,35,Tier2,Referral
C01584,2024-10-06,23,Tier3,Paid Ads
C01585,2024-06-03,29,Tier1,Organic
C01586,2025-04-23,43,Tier3,Paid Ads
C01587,2025-05-06,59,Tier1,Social
C01588,2024-09-18,46,Tier2,Organic
C01589,2025-08-11,42,Tier2,Paid Ads
C01590,2025-08-06,35,Tier2,Organic
C01591,2025-05-31,21,Tier1,Referral
C01592,2024-10-23,36,Tier1,Paid Ads
C01593,2025-07-11,66,Tier3,Paid Ads
C01594,2024-11-08,36,Tier1,Paid Ads
C01595,2025-08-24,40,Tier1,Social
C01596,2025-06-28,44,Tier2,Organic
C01597,2024-03-05,64,Tier3,Paid Ads
C01598,2024-10-06,43,Tier3,Social
C01599,2025-07-01,66,Tier3,Paid Ads
C01600,2024-12-24,56,Tier1,Organic
C01601,2025-07-20,20,Tier2,Paid Ads
C01602,2025-02-26,41,Tier3,Social
C01603,2024-03-17,44,Tier3,Paid Ads
C01604,2025-03-02,43,Tier1,Social
C01605,2025-06-28,67,Tier3,Referral
C01606,2024-07-23,53,Tier3,Paid Ads
C01607,2025-04-04,28,Tier1,Organic
C01608,2025-03-03,48,Tier1,Referral
C01609,2024-01-31,64,Tier3,Paid Ads
C01610,2025-09-06,24,Tier1,Paid Ads
C01611,2025-07-11,30,Tier3,Referral
C01612,2025-02-24,30,Tier1,Organic
C01613,2024-12-02,66,Tier3,Organic
C01614,2025-08-27,22,Tier3,Paid Ads
C01615,2024-03-08,49,Tier2,Referral
C01616,2024-04-11,46,Tier3,Organic
C01617,2024-03-23,53,Tier1,Organic
C01618,2024-01-26,20,Tier2,Paid Ads
C01619,2025-05-18,63,Tier2,Organic
C01620,2024-07-12,55,Tier2,Social
C01621,2024-01-26,18,Tier1,Organic
C01622,2024-06-05,42,Tier2,Referral
C01623,2024-02-13,27,Tier2,Referral
C01624,2024-04-30,49,Tier2,Referral
C01625,2025-08-23,63,Tier3,Social
C01626,2024-02-01,42,Tier2,Social
C01627,2024-11-20,34,Tier2,Paid Ads
C01628,2024-03-19,60,Tier3,Referral
C01629,2024-07-29,21,Tier1,Organic
C01630,2024-04-17,34,Tier3,Paid Ads
C01631,2025-03-26,45,Tier2,Social
C01632,2024-09-05,57,Tier1,Organic
C01633,2025-06-29,33,Tier3,Paid Ads
C01634,2024-11-27,59,Tier1,Organic
C01635,2024-02-20,69,Tier1,Referral
C01636,2024-02-26,57,Tier3,Organic
C01637,2024-12-23,28,Tier1,Paid Ads
C01638,2025-09-14,24,Tier2,Organic
C01639,2024-04-26,31,Tier1,Referral
C01640,2025-06-02,43,Tier2,Organic
C01641,2024-07-11,29,Tier2,Paid Ads
C01642,2024-11-17,53,Tier2,Social
C01643,2024-04-22,43,Tier2,Organic
C01644,2024-06-11,38,Tier2,Referral
C01645,2024-07-13,61,Tier1,Social
C01646,2024-05-05,45,Tier2,Referral
C01647,2024-12-19,61,Tier1,Referral
C01648,2025-07-20,18,Tier2,Organic
C01649,2024-10-02,18,Tier3,Organic
C01650,2025-07-02,53,Tier1,Paid Ads
C01651,2025-05-09,67,Tier2,Paid Ads
C01652,2025-05-07,58,Tier1,Organic
C01653,2025-06-15,43,Tier2,Referral
C01654,2025-03-07,46,Tier3,Social
C01655,2025-09-19,36,Tier3,Paid Ads
C01656,2024-08-22,31,Tier3,Organic
C01657,2024-09-01,68,Tier2,Organic
C01658,2024-07-04,48,Tier3,Organic
C01659,2025-01-06,69,Tier2,Paid Ads
C01660,2024-12-13,67,Tier1,Organic
C01661,2024-10-07,49,Tier1,Paid Ads
C01662,2024-09-25,20,Tier3,Referral
C01663,2024-03-10,40,Tier2,Paid Ads
C01664,2024-05-15,50,Tier3,Social
C01665,2025-08-30,21,Tier3,Organic
C01666,2024-06-25,43,Tier2,Referral
C01667,2024-07-27,50,Tier1,Social
C01668,2025-09-26,43,Tier2,Paid Ads
C01669,2024-08-03,18,Tier3,Referral
C01670,2024-07-26,59,Tier2,Social
C01671,2025-08-16,51,Tier2,Social
C01672,2025-06-23,65,Tier1,Referral
C01673,2025-06-17,50,Tier3,Social
C01674,2024-01-24,25,Tier2,Organic
C01675,2024-07-05,36,Tier2,Paid Ads
C01676,2025-04-22,34,Tier3,Paid Ads
C01677,2025-08-23,40,Tier3,Paid Ads
C01678,2024-11-15,34,Tier2,Organic
C01679,2025-03-06,21,Tier2,Paid Ads
C01680,2025-06-07,54,Tier1,Organic
C01681,2024-07-05,28,Tier3,Social
C01682,2024-06-24,51,Tier1,Social
C01683,2025-01-31,33,Tier1,Paid Ads
C01684,2024-05-22,60,Tier3,Social
C01685,2025-04-13,39,Tier1,Organic
C01686,2025-03-25,62,Tier2,Paid Ads
C01687,2025-06-09,29,Tier1,Referral
C01688,2024-01-31,66,Tier1,Referral
C01689,2025-05-31,42,Tier2,Referral
C01690,2025-03-01,48,Tier3,Paid Ads
C01691,2025-06-20,33,Tier3,Organic
C01692,2024-05-14,65,Tier3,Paid Ads
C01693,2024-10-28,46,Tier1,Organic
C01694,2025-08-13,30,Tier3,Organic
C01695,2024-02-28,50,Tier2,Paid Ads
C01696,2024-08-25,35,Tier3,Referral
C01697,2025-01-02,51,Tier3,Organic
C01698,2025-03-01,47,Tier1,Organic
C01699,2024-02-05,42,Tier3,Organic
C01700,2024-10-06,39,Tier2,Referral
C01701,2024-03-17,69,Tier2,Social
C01702,2024-01-13,60,Tier3,Referral
C01703,2025-05-30,30,Tier2,Organic
C01704,2025-02-13,41,Tier3,Organic
C01705,2024-11-15,42,Tier1,Organic
C01706,2025-03-17,32,Tier3,Social
C01707,2024-12-23,60,Tier3,Social
C01708,2025-01-03,46,Tier1,Organic
C01709,2024-02-04,24,Tier2,Referral
C01710,2024-11-03,56,Tier1,Referral
C01711,2024-07-17,18,Tier2,Social
C01712,2025-07-15,53,Tier2,Organic
C01713,2025-03-08,43,Tier3,Organic
C01714,2024-06-25,54,Tier1,Referral
C01715,2024-08-14,69,Tier1,Paid Ads
C01716,2025-04-30,48,Tier1,Organic
C01717,2024-08-21,27,Tier1,Organic
C01718,2024-04-02,19,Tier2,Organic
C01719,2024-02-04,18,Tier1,Paid Ads
C01720,2024-12-27,55,Tier1,Referral
C01721,2025-03-27,25,Tier1,Referral
C01722,2024-01-01,33,Tier3,Organic
C01723,2025-08-06,45,Tier2,Social
C01724,2025-01-20,43,Tier3,Referral
C01725,2024-10-22,42,Tier1,Organic
C01726,2024-07-11,29,Tier2,Organic
C01727,2025-07-21,59,Tier2,Paid Ads
C01728,2025-09-05,35,Tier1,Referral
C01729,2024-02-21,60,Tier2,Organic
C01730,2025-09-18,39,Tier1,Organic
C01731,2025-02-17,46,Tier3,Organic
C01732,2024-07-25,27,Tier1,Referral
C01733,2025-04-23,27,Tier2,Social
C01734,2024-07-02,64,Tier3,Paid Ads
C01735,2024-09-11,30,Tier1,Organic
C01736,2024-09-06,50,Tier2,Referral
C01737,2025-08-18,45,Tier3,Referral
C01738,2025-03-10,50,Tier1,Social
C01739,2024-10-16,64,Tier1,Organic
C01740,2025-09-23,35,Tier1,Referral
C01741,2024-06-01,68,Tier1,Organic
C01742,2024-10-20,19,Tier3,Organic
C01743,2024-02-14,35,Tier1,Referral
C01744,2025-04-01,52,Tier3,Referral
C01745,2024-04-27,21,Tier1,Social
C01746,2024-03-21,55,Tier2,Referral
C01747,2024-10-17,34,Tier2,Organic
C01748,2024-12-28,52,Tier1,Social
C01749,2025-06-07,68,Tier3,Paid Ads
C01750,2024-03-16,47,Tier2,Referral
C01751,2025-05-18,60,Tier1,Paid Ads
C01752,2024-09-18,58,Tier3,Referral
C01753,2024-02-05,61,Tier2,Social
C01754,2025-09-12,35,Tier3,Organic
C01755,2024-01-06,60,Tier2,Social
C01756,2025-07-22,63,Tier1,Social
C01757,2024-09-03,69,Tier2,Paid Ads
C01758,2024-10-18,45,Tier2,Organic
C01759,2025-06-08,60,Tier3,Organic
C01760,2024-09-12,58,Tier1,Referral
C01761,2024-10-08,45,Tier3,Paid Ads
C01762,2024-11-08,69,Tier2,Organic
C01763,2024-05-21,30,Tier2,Organic
C01764,2025-09-24,42,Tier3,Social
C01765,2024-11-09,55,Tier2,Referral
C01766,2024-02-01,49,Tier3,Paid Ads
C01767,2024-03-18,69,Tier1,Referral
C01768,2025-03-30,37,Tier1,Organic
C01769,2024-06-15,44,Tier2,Social
C01770,2024-04-17,22,Tier1,Social
C01771,2024-08-03,36,Tier2,Organic
C01772,2025-09-28,41,Tier1,Paid Ads
C01773,2025-02-17,34,Tier1,Social
C01774,2025-09-09,27,Tier3,Organic
C01775,2024-08-08,43,Tier2,Social
C01776,2025-05-15,33,Tier2,Social
C01777,2025-09-29,24,Tier2,Social
C01778,2024-03-23,46,Tier1,Referral
C01779,2024-06-24,43,Tier3,Organic
C01780,2025-09-18,47,Tier1,Paid Ads
C01781,2024-11-25,26,Tier3,Paid Ads
C01782,2024-06-21,22,Tier1,Referral
C01783,2024-10-12,27,Tier1,Organic
C01784,2024-10-16,46,Tier1,Paid Ads
C01785,2024-05-25,19,Tier2,Paid Ads
C01786,2024-06-23,21,Tier1,Paid Ads
C01787,2024-03-07,59,Tier1,Organic
C01788,2025-08-11,69,Tier3,Organic
C01789,2024-02-28,19,Tier3,Social
C01790,2025-06-21,61,Tier2,Referral
C01791,2024-07-10,27,Tier2,Paid Ads
C01792,2024-11-13,37,Tier2,Organic
C01793,2024-05-26,54,Tier1,Organic
C01794,2024-11-30,61,Tier2,Paid Ads
C01795,2025-05-21,38,Tier1,Paid Ads
C01796,2024-06-20,44,Tier3,Organic
C01797,2024-10-18,43,Tier2,Social
C01798,2025-04-19,48,Tier1,Social
C01799,2025-03-29,36,Tier1,Social
C01800,2025-08-04,45,Tier1,Paid Ads
C01801,2024-04-26,39,Tier2,Referral
C01802,2024-03-19,64,Tier1,Organic
C01803,2024-04-07,24,Tier1,Organic
C01804,2024-05-13,28,Tier2,Paid Ads
C01805,2024-02-14,58,Tier1,Paid Ads
C01806,2025-04-10,59,Tier2,Referral
C01807,2024-08-18,67,Tier1,Social
C01808,2024-10-12,48,Tier3,Social
C01809,2025-07-17,33,Tier1,Organic
C01810,2025-09-14,46,Tier3,Paid Ads
C01811,2024-05-01,18,Tier1,Paid Ads
C01812,2025-09-22,25,Tier3,Social
C01813,2025-01-20,53,Tier2,Organic
C01814,2025-03-12,60,Tier1,Paid Ads
C01815,2024-09-17,56,Tier1,Referral
C01816,2024-04-19,35,Tier3,Organic
C01817,2024-03-16,42,Tier1,Paid Ads
C01818,2024-03-21,53,Tier1,Organic
C01819,2024-12-27,22,Tier3,Paid Ads
C01820,2024-02-10,26,Tier2,Referral
C01821,2024-07-02,59,Tier2,Paid Ads
C01822,2024-08-26,23,Tier1,Social
C01823,2025-05-13,68,Tier2,Social
C01824,2024-03-06,68,Tier1,Paid Ads
C01825,2025-07-08,63,Tier3,Organic
C01826,2024-11-02,66,Tier2,Referral
C01827,2024-02-28,48,Tier2,Referral
C01828,2025-09-21,45,Tier3,Social
C01829,2024-06-02,23,Tier3,Organic
C01830,2025-04-10,42,Tier3,Social
C01831,2024-04-07,27,Tier1,Organic
C01832,2024-11-29,27,Tier1,Paid Ads
C01833,2024-09-08,43,Tier1,Social
C01834,2025-04-28,49,Tier2,Referral
C01835,2025-03-11,50,Tier3,Organic
C01836,2024-09-16,34,Tier1,Referral
C01837,2024-10-25,37,Tier3,Social
C01838,2024-01-11,34,Tier1,Paid Ads
C01839,2024-12-24,29,Tier2,Organic
C01840,2025-07-09,24,Tier1,Referral
C01841,2024-08-11,59,Tier3,Referral
C01842,2025-01-10,32,Tier1,Referral
C01843,2025-05-23,49,Tier2,Referral
C01844,2025-08-02,39,Tier1,Organic
C01845,2024-07-28,19,Tier2,Paid Ads
C01846,2025-03-12,54,Tier2,Referral
C01847,2024-09-06,45,Tier3,Paid Ads
C01848,2024-05-10,43,Tier1,Organic
C01849,2025-09-17,48,Tier2,Social
C01850,2024-01-15,27,Tier2,Social
C01851,2024-11-02,69,Tier1,Paid Ads
C01852,2024-11-11,46,Tier2,Social
C01853,2024-04-14,34,Tier1,Organic
C01854,2024-04-24,24,Tier3,Referral
C01855,2025-05-31,29,Tier3,Paid Ads
C01856,2024-02-17,27,Tier2,Social
C01857,2024-02-15,29,Tier3,Organic
C01858,2025-02-14,58,Tier1,Paid Ads
C01859,2024-06-14,64,Tier1,Organic
